Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2013-07-12,"Food/Groceries","Restaurant/Fast food","    -14.00","Cash","","",""
2013-07-12,"Food/Groceries","Restaurant/Fast food","     11.00","Cash","","",""
2013-07-13,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2013-07-14,"Food/Groceries","Restaurant/Fast food","    150.00","Maybankard Amex","","",""
2013-07-14,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-07-15,"Food/Groceries","Restaurant/Fast food","     24.10","HSBC Visa Signature","","",""
2013-07-15,"Food/Groceries","Restaurant/Fast food","    -28.00","Cash","","",""
2013-07-16,"Food/Groceries","Restaurant/Fast food","     10.80","_HLB Wise Card","","",""
2013-07-16,"Food/Groceries","Restaurant/Fast food","    -12.00","Cash","","",""
2013-07-16,"Food/Groceries","Restaurant/Fast food","      6.20","Cash","","",""
2013-07-17,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-07-18,"Food/Groceries","Restaurant/Fast food","     14.70","HSBC Visa Signature","","",""
2013-07-18,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-07-19,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2013-07-19,"Food/Groceries","Alcohol","     75.40","_UOB One Platinum","","",""
2013-07-21,"Food/Groceries","Restaurant/Fast food","     12.50","Cash","","",""
2013-07-21,"Food/Groceries","Restaurant/Fast food","      7.60","Cash","","",""
2013-07-21,"Food/Groceries","Restaurant/Fast food","      2.50","Cash","","",""
2013-07-21,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-07-22,"Food/Groceries","Restaurant/Fast food","     11.50","Cash","","",""
2013-07-22,"Food/Groceries","Alcohol","     69.60","_UOB One Platinum","","",""
2013-07-23,"Food/Groceries","Restaurant/Fast food","     25.60","Maybankard Amex","","",""
2013-07-23,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2013-07-24,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-07-25,"Food/Groceries","Alcohol","     46.40","OCBC Titanium","","",""
2013-07-25,"Food/Groceries","Alcohol","     27.60","Cash","","",""
2013-07-26,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-07-27,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2013-07-27,"Food/Groceries","Restaurant/Fast food","    187.90","Maybankard Amex","","",""
2013-07-27,"Food/Groceries","Restaurant/Fast food","     46.30","_Citiibank Platinum","","",""
2013-07-27,"Food/Groceries","Restaurant/Fast food","   -220.00","Cash","","",""
2013-07-27,"Food/Groceries","Alcohol","     60.00","Cash","","",""
2013-07-28,"Food/Groceries","Alcohol","     56.10","Maybankard Amex","","",""
2013-07-28,"Food/Groceries","Alcohol","    -20.00","Cash","","",""
2013-07-28,"Food/Groceries","Restaurant/Fast food","    -12.00","Cash","","",""
2013-07-29,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-07-30,"Food/Groceries","Restaurant/Fast food","     55.45","OCBC Titanium","","",""
2013-07-30,"Food/Groceries","Restaurant/Fast food","     11.00","Cash","","",""
2013-07-30,"Food/Groceries","Alcohol","    250.60","OCBC Titanium","","",""
2013-07-31,"Food/Groceries","Restaurant/Fast food","     14.70","Cash","","",""
2013-08-01,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-08-01,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-01,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-08-01,"Food/Groceries","Alcohol","    128.00","_HLB Wise Card","","",""
2013-08-02,"Food/Groceries","Restaurant/Fast food","     18.00","Cash","","",""
2013-08-02,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-08-03,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2013-08-03,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2013-08-03,"Food/Groceries","Restaurant/Fast food","     39.00","Cash","","",""
2013-08-03,"Food/Groceries","Alcohol","    232.45","_HLB Wise Card","","",""
2013-08-03,"Food/Groceries","Alcohol","    223.20","_HLB Wise Card","","",""
2013-08-04,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-08-04,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-08-08,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-08-08,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-09,"Food/Groceries","Restaurant/Fast food","      7.50","Cash","","",""
2013-08-10,"Food/Groceries","Restaurant/Fast food","     34.40","_HLB Wise Card","","",""
2013-08-10,"Food/Groceries","Restaurant/Fast food","    -18.00","Cash","","",""
2013-08-10,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-08-11,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-08-11,"Food/Groceries","Restaurant/Fast food","     19.00","Cash","","",""
2013-08-12,"Food/Groceries","Restaurant/Fast food","      3.50","Cash","","",""
2013-08-12,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-08-13,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-08-13,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-08-14,"Food/Groceries","Restaurant/Fast food","      4.60","Cash","","",""
2013-08-15,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-08-15,"Food/Groceries","Restaurant/Fast food","     17.00","Cash","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","     46.10","OCBC Titanium","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","    -15.00","Cash","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","      5.20","Cash","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-08-16,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-08-17,"Food/Groceries","Restaurant/Fast food","     56.80","_HLB Wise Card","","",""
2013-08-17,"Food/Groceries","Restaurant/Fast food","    -43.00","Cash","","",""
2013-08-17,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-08-18,"Food/Groceries","Restaurant/Fast food","      9.40","Cash","","",""
2013-08-18,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-18,"Food/Groceries","Restaurant/Fast food","     48.15","_HLB Wise Card","","",""
2013-08-18,"Food/Groceries","Restaurant/Fast food","     -7.00","Cash","","",""
2013-08-18,"Food/Groceries","Restaurant/Fast food","    -27.50","Cash","","",""
2013-08-19,"Food/Groceries","Restaurant/Fast food","     33.00","OCBC Titanium","","",""
2013-08-19,"Food/Groceries","Restaurant/Fast food","     27.40","OCBC Titanium","","",""
2013-08-19,"Food/Groceries","Restaurant/Fast food","    -45.00","Cash","","",""
2013-08-19,"Food/Groceries","Alcohol","     46.40","OCBC Titanium","","",""
2013-08-20,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2013-08-20,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-20,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2013-08-21,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-08-21,"Food/Groceries","Restaurant/Fast food","      8.90","Cash","","",""
2013-08-22,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-08-23,"Food/Groceries","Restaurant/Fast food","      8.30","Cash","","",""
2013-08-23,"Food/Groceries","Restaurant/Fast food","     18.00","Cash","","",""
2013-08-24,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2013-08-24,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-25,"Food/Groceries","Restaurant/Fast food","     15.90","Cash","","",""
2013-08-25,"Food/Groceries","Restaurant/Fast food","      5.60","Cash","","",""
2013-08-25,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-08-26,"Food/Groceries","Restaurant/Fast food","      5.25","Cash","","",""
2013-08-26,"Food/Groceries","Restaurant/Fast food","     90.50","OCBC Titanium","","",""
2013-08-26,"Food/Groceries","Restaurant/Fast food","    -60.00","Cash","","",""
2013-08-27,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-08-27,"Food/Groceries","Alcohol","    538.50","OCBC Titanium","","",""
2013-08-27,"Food/Groceries","Alcohol","   -200.00","Cash","","",""
2013-08-28,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-08-28,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-08-28,"Food/Groceries","Restaurant/Fast food","      1.80","Cash","","",""
2013-08-29,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2013-08-30,"Food/Groceries","Restaurant/Fast food","     50.70","OCBC Titanium","","",""
2013-08-30,"Food/Groceries","Alcohol","    -50.00","Maybank Savings","","",""
2013-08-30,"Food/Groceries","Restaurant/Fast food","     13.20","Cash","","",""
2013-08-31,"Food/Groceries","Restaurant/Fast food","     10.50","Cash","","",""
2013-08-31,"Food/Groceries","Restaurant/Fast food","      5.60","Cash","","",""
2013-09-01,"Food/Groceries","Restaurant/Fast food","     32.00","Cash","","",""
2013-09-01,"Food/Groceries","Restaurant/Fast food","     16.00","Cash","","",""
2013-09-02,"Food/Groceries","Restaurant/Fast food","      7.90","Cash","","",""
2013-09-03,"Food/Groceries","Restaurant/Fast food","      7.60","Cash","","",""
2013-09-03,"Food/Groceries","Alcohol","    136.90","OCBC Titanium","","",""
2013-09-03,"Food/Groceries","Alcohol","    -50.00","Cash","","",""
2013-09-04,"Food/Groceries","Restaurant/Fast food","      2.50","Cash","","",""
2013-09-04,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-09-04,"Food/Groceries","Alcohol","    150.80","OCBC Titanium","","",""
2013-09-04,"Food/Groceries","Alcohol","    -60.00","Cash","","",""
2013-09-04,"Food/Groceries","Alcohol","   -340.00","Maybank Savings","","",""
2013-09-05,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-09-06,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-09-07,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2013-09-07,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-09-08,"Food/Groceries","Restaurant/Fast food","      7.10","Cash","","",""
2013-09-09,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-09-09,"Food/Groceries","Restaurant/Fast food","     54.50","OCBC Titanium","","",""
2013-09-10,"Food/Groceries","Restaurant/Fast food","      5.60","Cash","","",""
2013-09-10,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2013-09-10,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-09-11,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-09-11,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2013-09-12,"Food/Groceries","Restaurant/Fast food","      3.20","Cash","","",""
2013-09-12,"Food/Groceries","Restaurant/Fast food","     17.00","Cash","","",""
2013-09-12,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-09-13,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-09-13,"Food/Groceries","Restaurant/Fast food","     16.00","Cash","","",""
2013-09-14,"Food/Groceries","Restaurant/Fast food","      6.10","Cash","","",""
2013-09-14,"Food/Groceries","Groceries","     77.20","Maybankard Amex","","",""
2013-09-14,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-09-14,"Food/Groceries","Restaurant/Fast food","      1.40","Cash","","",""
2013-09-15,"Food/Groceries","Restaurant/Fast food","      9.80","Cash","","",""
2013-09-15,"Food/Groceries","Restaurant/Fast food","     94.70","OCBC Titanium","","",""
2013-09-15,"Food/Groceries","Restaurant/Fast food","    -78.00","Cash","","",""
2013-09-15,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-09-16,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-09-16,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-09-17,"Food/Groceries","Alcohol","    136.90","OCBC Titanium","","",""
2013-09-17,"Food/Groceries","Restaurant/Fast food","      6.60","Cash","","",""
2013-09-17,"Food/Groceries","Restaurant/Fast food","      7.40","Cash","","",""
2013-09-18,"Food/Groceries","Restaurant/Fast food","     15.30","Cash","","",""
2013-09-18,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-09-19,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-09-19,"Food/Groceries","Restaurant/Fast food","      9.80","Cash","","",""
2013-09-20,"Food/Groceries","Restaurant/Fast food","     18.40","Cash","","",""
2013-09-20,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-09-21,"Food/Groceries","Alcohol","    259.85","Maybankard Amex","","",""
2013-09-21,"Food/Groceries","Alcohol","   -213.00","Cash","","",""
2013-09-22,"Food/Groceries","Restaurant/Fast food","     28.00","Cash","","",""
2013-09-23,"Food/Groceries","Restaurant/Fast food","    388.60","OCBC Titanium","","",""
2013-09-23,"Food/Groceries","Restaurant/Fast food","   -315.00","Cash","","",""
2013-09-23,"Food/Groceries","Alcohol","    240.10","OCBC Titanium","","",""
2013-09-23,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2013-09-24,"Food/Groceries","Restaurant/Fast food","     15.30","Cash","","",""
2013-09-24,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-09-25,"Food/Groceries","Restaurant/Fast food","     12.70","Cash","","",""
2013-09-25,"Food/Groceries","Restaurant/Fast food","     19.00","Cash","","",""
2013-09-26,"Food/Groceries","Restaurant/Fast food","      2.20","Cash","","",""
2013-09-26,"Food/Groceries","Restaurant/Fast food","     10.60","Cash","","",""
2013-09-26,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-09-26,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-09-27,"Food/Groceries","Restaurant/Fast food","      9.60","Cash","","",""
2013-09-27,"Food/Groceries","Restaurant/Fast food","      7.80","Cash","","",""
2013-09-28,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-09-29,"Food/Groceries","Restaurant/Fast food","     16.90","Cash","","",""
2013-09-29,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2013-09-30,"Food/Groceries","Restaurant/Fast food","     22.90","Cash","","",""
2013-09-30,"Food/Groceries","Restaurant/Fast food","      8.70","Cash","","",""
2013-09-30,"Food/Groceries","Restaurant/Fast food","    -15.00","Cash","","",""
2013-10-01,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-10-01,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-10-01,"Food/Groceries","Restaurant/Fast food","      7.50","Cash","","",""
2013-10-02,"Food/Groceries","Restaurant/Fast food","      4.25","Cash","","",""
2013-10-02,"Food/Groceries","Restaurant/Fast food","      7.30","Cash","","",""
2013-10-03,"Food/Groceries","Restaurant/Fast food","      8.40","Cash","","",""
2013-10-03,"Food/Groceries","Restaurant/Fast food","      8.10","Cash","","",""
2013-10-04,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-10-04,"Food/Groceries","Restaurant/Fast food","    141.30","OCBC Titanium","","",""
2013-10-04,"Food/Groceries","Restaurant/Fast food","   -121.00","Cash","","",""
2013-10-04,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-10-05,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2013-10-05,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-10-06,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-10-06,"Food/Groceries","Alcohol","     65.50","OCBC Titanium","","",""
2013-10-07,"Food/Groceries","Restaurant/Fast food","      4.40","Cash","","",""
2013-10-07,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2013-10-07,"Food/Groceries","Groceries","      6.70","Cash","","",""
2013-10-08,"Food/Groceries","Restaurant/Fast food","      6.90","Cash","","",""
2013-10-08,"Food/Groceries","Restaurant/Fast food","     15.90","Cash","","",""
2013-10-08,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-10-08,"Food/Groceries","Alcohol","     89.90","OCBC Titanium","","",""
2013-10-08,"Food/Groceries","Alcohol","    -80.00","Cash","","",""
2013-10-09,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-10-10,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-10-10,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-10-10,"Food/Groceries","Restaurant/Fast food","     68.20","OCBC Titanium","","",""
2013-10-10,"Food/Groceries","Groceries","     92.40","_UOB One Platinum","","",""
2013-10-10,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-10-11,"Food/Groceries","Restaurant/Fast food","     13.10","Cash","","",""
2013-10-11,"Food/Groceries","Restaurant/Fast food","      2.20","Cash","","",""
2013-10-12,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-10-12,"Food/Groceries","Alcohol","     25.00","Cash","","",""
2013-10-12,"Food/Groceries","Restaurant/Fast food","    309.10","Maybankard Amex","","",""
2013-10-12,"Food/Groceries","Restaurant/Fast food","   -285.00","Cash","","",""
